,Paradigms,JudgingType
412,4 years pf uva 24 winning ballot starts weighing fact weighing important id prefer beginning every first rebuttal comparative need reason look arguments first collapse go case arg second half unnecessary lazy judge easiest place ill sign ballot going work need sentence offense everything needs explained clearly warranted weighed evaluate turns especially try presume presume whoever lost coin flip evaluate progressive arguments going give content warning correctly means anonymized content warnings ample respond generous speaks speaking style doesnt affect evaluate place objectively evaluate way speak said tolerate rudeness bm handle decent amount speed let speed trade quality online muted entire assume ready every prep disclose tournament allows questions chashuang1 gmailcom,3
413,since judge lot public forum events paradigm reflects activity others ive left ld policy stuff end judging big tournaments two questions ask nontraditional arguments arguments less prevalent pf forms comments made still hold true philosophy ill get kritiks pretty strong feelings ld pf probably dealt need demonstrate project poem rap music etc links relevant topic theory theorys sake appealing short resolution reason use better education learn finding relevancy particular project within resolutional framework thingtheory defines theory must put context comments dated speak use counterplans ld way counterplans used ld correct pf topics comparisons made policies discussed general terms get specifics would require counterplan ld policy counterplan concepts consider policy maker affirmative making proposal change negative must demonstrate outcome adoption may detrimental disadvantageous counterplans best nontopical competitive nontopical means outside realm affirmatives interpretation resolution ie courts counterplans response congressional action legitimate interpretations n action competitive means must netbenefit counterplan merely avoiding disadvantage affirmative gets could enough assumes course win disadvantage hip deep sometimes theory get frustrated teams choose get bogged quagmire youre going run counterplan conditionally defend ok substance affirmative wishes claim abuse prove stopped adequately defending case counterplan kicked block 2nr whine defend position said tied policy making framework see consider arguments real big fan performance best strategy go ittopic specific arguments big hack part reason persons sometimes get hung line line argument rather keeping big picture mind ripping violation 15 seconds voting issue tacked bottom doesnt seem much appeal beginning somewhat persuaded plan text says plan actually plan text may topical indicates harm area solvency etc outside realm topic sympathetic practice may abusive negativekritiks critiques comments kritiks linked policy ld pf however risk ostracized many take kritiks pf maybe ld belong start making disparaging remarks age get less complimentary things consider kritiks based complex abstract concepts require great deal explanation longest pf four minutes long explain complex concepts frame comprehensible speaking rate admire however vast majority debaters even come close accomplishing task ways look section short objection kritiks pf ld comes pretty close well hint argue stuff quote actual author rely block file handed several generations debaters way know argument says someone told heres original written true confession herei activity arguments first came vogue however coached number teams run kritiks id advocating position actually means something manner position presented offensive reason implication us arent grasping examine implications action mind examine kritik likely within framework paradigm mentioned policymaker weigh implications outside arguments accept world kritik happens affirmative harm solvency areas cant rethink still adopt affirmative explain kritik well extending line line responses little unless impact weigh argumentation must reject affirmative rhetoric thoughts actions etc going arguing framework adopting particular paradigm mindset value system etc affect actions going choose take yes kritik impact team advocating ought held accountable particular actionsevidence hate paraphrasing paraphrasing become way debaters put bunch barely explained arguments flow get blown voting issues later paraphrase something better back talking huge pdf team needs search find quoting nsda rule says specifically need provide specific place source quoting paraphrasing used check rule thats another board member wrote proposed addition rule paraphrase take fifteen minutes find actual back room give reasonable amount produce ill give choice drop use prep find expires still havent found take choice rule violated short paraphrase better back original text understand first reading blinding montone blur likely get yell clear reading check found latter stages career visual learner need see words page well hear helps digest said course couldnt understand begin fairly disappointing may ask case teams comparisons take account teams weigh claim see indeed made point documents given documents currently used likely part email exchange however may look electronic documents end check flow claim oral activity lets get back thatstyle stated clear tell tell give much less weight argument wish found recent years hear nearly well past may still go fast crank little bit grumpy old man still understand argument tagteam cx okay long partner dominate discussion let know becomes case profanity rude behavior tolerated wish disclose discuss argument may challenge respectfully politely attempts making look ridiculous times difficult demonstrate superior intelligence little persuade wrong response may well stupid choose argue things way enjoy humor laugh appropriate attempts questions feel free ask specific question starts paradigm likely answered yes little explanation beyond get picture,3
414,email chain questions charcharjackson21 gmailcom topshelf thing probably arguments understand ld paradigm arguments order comfy theorylarpkstricks phil flow p much spreading long clear problem say something argument long problematic sufficiently extend warrant implicate said argument pf paradigm easy path ballot weigh implicate defense turns tell win game normally techtruth judge except circumstances deem argument offensive inappropriate space rebuttali prefer line line second rebuttal respond turns disads allow first speaking team extend defense first rebuttal first final focus youre gonna super long overview weird order let know start talking extensions wont ghost extensions even argument conceded extend arguments arguments comfortable theory plans counter plans disads kritiks framework args pfers come presumption presume much tell presume arent going win case arguments presume presume based coin flip aff heads neg tails starting risk offense scenario problematic many ways anything accessible let know beforehand,3
415,hello parent judge lay 3rd year judging pf know structure pf well couple key things spread speak fast wont understand anything say youll likely lose affect speaker points run theory ks progressive arguments know son wrote part know evaluate leads confusing youll likely lose okay paraphrase misconstruing unethical allowed run anything racist homophobic discriminatory etc clear violation pf rules lead losing 25 speaker points additional consequences may follow honest prep responsible keeping opponents prep well listening cx something important happens cx sure bring later speeches terms argument sure walk entire argument explain enough depth wellwarranted links say x causes tell argument doesnt sense really hard win summary collapse go everything youre better explaining 1 winning contention explaining every single thing happened sure defend case well ff writing ballot everything said summary ff tell voter points bring new arguments abuse 2nd ff fair end day fun activity debaters enjoy love clashes rude opponents respectful rounds partner opponents enjoy,1
416,hi ellie student cornell university older sister debater lay judge 1 speak slowly 2 send doc put email chain ellieyji gmailcom 3 jargon 4 implicate warrant basically everything 5 ks theory trix etc 6 signpost roadmap let know youre start 7 speeches prep evaluate based persuasive speaking quality arguments flow evaluate new responses back half cannot guarantee hack conceded arguments presented poorly l20 speak rate cant understand weigh provide empirical paraphrase prefer back arguments probably paraphrase shoutout consolidated ds lw lj,1
417,coaching judging rounds since 1987 expect kind resemble intended design flow stop flowing listen anything elapsed end able hear first articulate clearly tell voting tell tell voting somewhere else means weigh hear clear narrative resemblance clear framework deals terms concepts fairly absence weighing tend look clear offense rather weighing means things dropped clearly extended,3
418,email jkaminskii34 gmailcom experience current assistant coach trinity prep 3 years nfald current debater illinois state university 4 years public forum 4 years congressional paradigm pretty easy win ballot opinion game play win specific things debaters would know pf cool speed long use push opponents call clear become hard understand keep mind evaluate types arguments equally unless told otherwise willing listen things ks theory arguments long impacted really enjoy framework debates well particularly beneficial limiting ground opponents tech truth means long flow evaluate argument regardless feelings flow arguments ink flow sure engage opponents answers order win link level argument summary ff somewhat consistent terms direction going inconsistencies speeches harmful especially comes evaluating strengths links impacts note see sort collapse second half going everything typically bad strategy reward smart strategic choices default net benefits impact calc unless given competing way view cool viewing lens give long explain best way evaluate absent intervene something hate call cards need ask regard wont intervene unless leave option flow cx hold something said binding need bring subsequent speeches speaker points opinion less speaking performance ability present explain compelling arguments interact opposition provide meaningful analysis necessarily important content style personal note rounds judge educational allow debaters articulate arguments real world issues deserve respect regardless personal opinions seen partners teammates experience sexism racism types discrimination absolutely zero tolerance judging questions paradigm feel free ask give feedback rounds find ask,3
419,chazkinz gmail dot com 350+ vld rounds since 2018 study ir english university florida conflicts durham aa bt charlotte latin el ap valley currently lake highland consolidated paradigm updated april 2021 note theory pf theory pf however feel uncomfortable evaluating arguments believe debaters ignored say times theory either interp often rvi team understand technicalities theory even though may initially started theory flow theory teams obviously know theory chance opponents outdo theory flow fan rvi especially pf updates speaks capped 27 include something doc assume inputted without reading cannot insert something scot free examples include charts spec details solvency details terrible norm literally asking evaluate card analytics didnt matters ask cx include docb strongly encourage record local copies speeches something expect mandate debaters c online alienating ever impressed high school debaters continue engage rigorous activity live mass death event take care let know something better accommodate virtual terrain slam dunk 2nrs esp k easily favorite part ld e world pfso yeah notes 1 fast pf actually harder flow ld policy cards pf cases throw 2 able analyze factual information draw conclusions valuable aspects card response argument scares makes lose lot credibility 3 disclosure probably norm pf hear disclosure theory pf rounds hear theory pf rounds whether game educational activity ultimately space students grow intellectually politically important form education k love familiar authors assume know nothing hear alt academic focus school frankfurt school critical theory lacan prepped coached pretty much full spectrum k authors literature bases policy love analytics cards especially cards authors clearly personally institutionally biased inserted graphs charts need explained arguments taglines descriptive warrants card 2 3 condo acceptable thrilled idea judge kicking ive heard much topicspecific interp youre fan execute well go tired judging nebel debates come pics every framework impacts advocacy skills movement building convincing impacts procedural fairness etc especially answering micropolitical affs theory increasingly okay disclosure frivolous disclosure theory annoying find debating judge panel parent lay traditional judge judges engage traditional try get tech ballot incredibly rude disregard parents ballot spread front apprehensive random things,2
421,hello parent judge speak slow enough average person hear clearly understand something flow couple things roadmaps crossfire frontline defend case speaker points confident clear speaking get higher score clear enunciation use tones speak monotonously saying something important clear important whether words voice,1
422,hey name bryce put chain email brycekeeler720 gmailcom create chain constructives online sucks pf paradigm experience debated 3 years westwood high school utd 25 general game policy maker tech truth cut cards strike auto drop racism sexism homophobia anything deem problematic space unsafe others auto loss 25s rebuttal line line always respond turns disads framing summary definitely important warrant extensions exist especially 3minute summaries collapse pls final focus hella weighing thats easiest path ballot implicate everything comparative interaction warrant link impact level buy sticky defense sketchy pf tell call piece probably call cut cards preferred get +1 speaks speaks start 28 go strategy get higher speaks bad extensions behavior get lower speaks saying protention instead contention aff garner +05 speaks speed okay speed spreading get doc send opponents default always default neg unless presumption arg progressive arguments go fine theory ks run progressive arguments run correctly cps fine love nont affs ld paradigm everything fine probably wont understand high theory everything applies tricks bummy probably shouldnt run really cps ks run questions ask anything accessible let know,3
423,parent judge watched demo debates topic topic analysis know basics whats going biggest thing spread follow slower thoughtful evaluate arguments however speak quickly signpost get lost courteous respectful kind another learn luck,1
424,3 years public forum poly prep 20152018 senior uchicago email chain sophialam polypreporg heres decision look wins weighing framework evaluate argument win weighing framework offense terminalized impact youll probably win weighs gonna go scope argument least ink frivolous theory better go ks cool reserve right intervene feel youre running problematic gamey way warrants provide warrant response logically makes sense likely give ground prefer counter warrant ev response rather lack supporting speed fine long arent speaking unclearly first summary doesnt extend defense rebuttal unless second rebuttal frontlines turns offense need summary final focus flow crossfire important say opponents telling ill stop flowing give least 5 seconds hold timer 5 seconds default neg theres offense,2
425,hello lay judge experience stranger legal practice 20 years currently patent examiner familiar looking ideas reviewing examining evidences considering arguments drawing conclusions add yanlilylan gmailcom email chain include least cases call email chain toc 1 team ab vs team cd increase speaker points email chain cards prior judge prefer debaters warrant arguments assertion give reasoning sure weigh might decision arent happy run anything long clear weigh tell best way adjudicate prefer logical reasoning logic tool supplement responses sure signpost terms speed talk normal speed flow understand cant grasp arguments due speed loss end day fun debaters enjoy activity heated arguments expected rudeness,1
426,crawford leavoy director durham academy durham nc email chain cleavoy mecom backgroundi former ld debater vestavia hills hs coached ld college coaching since graduation coached programs new orleans jesuit la christ episcopal school la currently teaching coaching durham academy durham nc judging since graduated high school 2003 cliff notes speed relatively fine ill say clear look lost send doc ill feel better run whatever burden explain argument works still weigh ballot story theory proceed caution high threshold gutcheck lot spikes try become 2n 2a extensions triggering ballot poor strategy front care sit sit stand care respectful opponent cannot explain 45 minute supposed understand enough tolerance reading prep didnt write know works really low get cranky easily isnt shown ballot shown speaker points things ill give comments every tournament allows ill disclose decision disclose points expectation keep items prior critique take notes debaters pack refuse use critiques learning experience something grow risk speaker points happy change points based students willingness listen unwillingness take constructive feedback,2
427,present case average citizen attending city council meeting,1
429,director policy stanford university director edgemont jr sr high school high school constraints edgemont college constraints stanford harvard kentucky crew exceptionally talented college debaters ive pleasure coach 20202021 update christmas edition misunderstanding tech truth three words hurt soul theyve become symbolize dropped argument true argument circles however symbolize welldone technical overcomes truthful nature argument see technically execute argument youve spent learning understanding willing listen argument shows done significantly different listen anything researchknowledgeexecution thats order love students lot column column c easy clarity trumps speed irrelevant ive quartercentury ive judged people various speeds important part clearly communicating ideas audience speak fast realize inevitable however youre understood nothing matters remember said always person hears say policy happened strategies trend 34 counterplans 1nc rather debating case fewer offcase positions invested debating case usually successful strategy create pressure 2as helping win ballots 20202021 pf update december 21 2020 see best version debating tell opinions pf changed dramatically past six seasons however still enjoy judging debates youre trying best theory totally uninterested pf theory underdeveloped well explained foundational basis activity tournament doesnt adhere specific set rules default nsda rules paraphrasing allowed unless otherwise prohibited must follow rules longer ask cases cards expect piece card doc requested produced timely manner expedite process allow team prep transfer card doc sent team unless specifically prohibited tournament wiki look personal preference teams would disclose team asks policing conversations personally believe understanding arguments debating theyve produces better however uninterested listening disclosure bad unless something unethical done disclosure process 20172018 pf toc update april 23rd 2018 see used strong leaning towards needs presented ive backtracked pretty substantially point therefore wont ask case ahead however still prefer directly quoted cited according rules tournament paraphrasing accept paraphrasing logical argument made credit reading qualified author know lot arguments topics debating extremely competitive set students constantly talking topic tutor students around world pf generally educated things students front beyond ive said ill give additional piece advice would strike stefan bauschard amisha mehta youd probably strike tend fall somewhere philosophies last least intend steal cardswe usehowever means youll throw reddit post get 100+ responses maybe ill start disregard section asking conflict feel uncomfortable debating front since ive judged minimally experience judging teams field therefore doesnt apply 20162017 season update september 11 2016 hs public forum update first year really becoming involved public forum lot strong opinions far activity goes however strongest opinion centers way used miscited paraphrased taken context debates therefore start requiring student give copy pro con case prior provide copy qualified sources theyll cite throughout prior introduction proactively factcheck citations quotations feel needed furthermore id strongly prefer directly quoted original text presented feel two presentable forms argumentation accept paraphrased presented give weight instead always defer team presented directly quoted original citation believe debater references rather makes arguments based knowledge theyve gained reading acceptable paraphrasing paraphrasing shortcut debaters lazy directly quote piece text feel either long cumbersome include case laziness rewarded beyond open debaters interpret id debaters focused internal links weighing impacts instructing write ballot summary final focus many debaters allow judge mind intervene personal inclinations without giving guidance evaluate competing issues work hard ill reward lazy wont work ndt ceda update getting older spending increasingly hours directing coaching tabulating hs college level used really love activity argumentative creativity developed slowly starting grow hatred toward many attitudes people adopting toward another turn results hating activity little day believe foundational element activity mutual respect amongst competitors judges without foundational element activity doomed future result part unless four debaters room really feel benefit judging feel inclusive environment student feel comfortable debating front judge assigned people single set arguments run really enjoy academic debates centered discussions topic resolution however prefer disregarding disrespectful attitudes toward another includes judges toward students students toward judges students toward observers observers toward students importantly students toward students grow older tolerance listening disparaging disregarding disrespectful comments participants completely eroded going tolerate anymore got way better things listen someone talk ive done treat everyone respect demand return sometimes debaters heat competition forget even judge knows less lived personal experience hasnt much literature judges part understand argumentation operates debates evaluated many debaters rely pref sheet use get judges automatically checkin antithetical education judges worse less true arguments rounds debated better performative communicative activity wrote best constructive teams clash throughout therefore result allow person team ask conflict feel uncomfortable debating front feel current system judge placement requires prefer since better fit judge wont ask questions wont even respond request beyond replying request honored upon receiving request go tabroomcom account sure conflict future events feel way youll better chance reducing size judge pool youll get remove judge feel comfortable debating front narrow number judges available might allow get preferable judges email bmanuel stanfordedu direct conflict requests email 20142015 season update september 2 2014 gift keeps giving following faint heart days cant get ready morning without bothered need cheered fails someone threatens eat phone however said done least sleep sweet dreams serious note dylan quigley raised point college policy facebook group competition means people judging debates therefore ill go answer emerging clear consensus would encourage judges let debaters hash theory competition instead trying create era students taking power mold world especially important us judges listen arguments learn theories shade towards original post worthwhile emphasize relationship new whatevs students ability create theories instead choosing theory thats imposed however absence debates happening default traditional interpretation competition interpretation says neg must prove alternative method advocacy better affirmative method advocacy combination affirmatives method advocacy part negatives method advocacy situations ill default general theory opportunity cost includes negative burden proving affirmative undesirable 20132014 season update december 25 2013 yes christmasso presents love much sukhi loves cups let show mimic stunt youll thoroughly impress well rewarded sukhi dance thought sick blog cut cards sick uke skills shown 2yearold killing adele finally need rock 2013 stanford version harlem shake sukhi kjaggz 20122013 season update august 22 2012 instead forcing long diatribes see feelings arguments practices instead generate list things believe current practices list believe youll able adequately figure place preference sheet youd feelings continue fold great season 1 tko still play always way 2 must win link da talk willing assign zero risk uniqueness doesnt mean risk link 2a issue specific uniqueness utopian answer affirmative arguments 3 must defend something aff implies able defend epistemological assumptions underlying advocacy 4 reasonability competing interpretations doesnt mean every affirmative reasonably topical 5 hard makes fun keeps us interested 6 research rewarding makes smarter improves arguments 7 steal entire affirmative strategies bad however affirmative teams even worse calling teams means still much play therefore affirmatives learn defeat instead believing theyll somehow go away 8 parts argument impact try talking heard theyre pretty cool 9 affirmative advantages intrinsic mechanism choose defend aff refer #6 helps solve dilemma 10 fun smile debaters judges coaches activity lifelong friends colleagues rooting succeed love activity wouldnt something hate player hate game clipping crossreading mismarking hear coming back prosecute cheating accusing team needs hard trial hard recording must presented stop listen recording compare cheating occurred offending debater partner receive zero speaker points loss id encourage quit consider offense serious fabricating honor system strikes core additional caveat discussed previous tournament believe status quo always logical option negative unless explicitly stated agreed cx newly updated philosophy november 18 2011 talking tim aldrete usc convinced needed carrots fewer sticks philosophy therefore small carrot debaters wish invoke called tko technical knockout basically means point believe youve solidly already beyond reasonable doubt dropped argument double turn strategic miscue irreparable team invoke tko immediately end team chooses path succeeds give 30 speaker points immediate win team chooses invoke unclear youve tkod team fact choose wrong obviously lose points severely affected dares take challenge past updated philosophy september 9 2010 currently assistant coach lakeland panas high school college prep school harvard involved research marketing planet topic 14th competitive 10th fulltime coach fulltime job love activity pretty much anything ive ever done life enjoy competition knowledge gained people ive come friends likewise really enjoy people passion activity last posted update judge philosophy number years ago finally revisit changes first ill first admit probably havent best judge last years majority come pure exhaustion ive traveling upwards 20+ weekends year constantly working home get much recharge batteries another tournament tournaments usually putting extremely late nights cutting cards preparing teams trades adequately awake tuned year ive lessened travel schedule plan much better rested debates previous years second since earlier days coaching judging ideology changed somewhat new ideology tend complement hardworking teams disadvantage lazy teams try get generics run every let frighten rather encourage become involved developing positions arguments happens overly delighted reward higher speaker points likely victory,3
430,email ethan3768 gmailcom hey ethan debated west broward florida 4 years received 9 bids broke toc couple things generally contextualize views probably front tech truth naturally arguments technical true makes better debater public forum emory update ngl theory front understand general wont evaluate 1 new 2nr arguments implications directly used answer something 1ac weighing fine evaluate arguments answer something 1ac means gsp skep turns case 2nr unless 1nc exception new offense 1ar 2 nonsequitur arguments arguments conclusions follow premises 3 wont evaluate speeches early inside argument yes eval 2n 1nc eval 2n 2n 4 oppression vacuum limits racism acceptable hard argument x violence happen group z instance sensitive pluralist dialogue important mindful others feelings integral theory things feel comfortable evaluating coming smart combo shell making cool strategic decisions awesome judging lot fun perfectly fine theory strategic tool theres thing frivolous theory defaults dta reasonability rvis nsm vs ira assumption depends offense shell paradigm issues voters defaults paragraph argument flow would look long external impact fairness bindingness scope etc justified default voters fairness ed etc theyre impacts arguments assume theres impact standards external impact new paradigm issues 1nc shell 2n new view endorsement punishment model methods winning shell prob enough independently justify voting defaults reads paradigm issues though obviously ill evaluate shell whatever metric justify policy never debated way ill evaluate debates way tell jargon exactly vernacular id probably err side explaining implication something 2 seconds wouldnt get underrated strategy though phil debaters tricks sure warrants though tired analytic dumps arguments place ks better preffing someone else sucker extinction w frankly true arguments say 1nc warrants cut though thats solid bar explanation high listen arguments demean another debaters identity theory power needs clear 2n explanation needs found 1nc,3
431,jeffrey millercurrent coach marist school 2011present lab leader national forum 2015present emory university 2016 dartmouth college 20142015 university georgia 20122015 former coach fayette county 20062011 wheeler 20082009 former debater fayette county 20022006 jmill126 gmailcom maristpublicforum gmailcom email chains google doc sharing locked google docs last updated 2 12 2012 2022 postseason major updates specific items high school teacher believes power provides students another activity provides benefits activity involved topic wording nsda argument development strategy discussion marist expect coming room informed participant topic judge job give best experience possible work hard giving experience expect working win online amazing would bothered never returned inperson competitions online work everyone cameras cordial understanding technical issues look opinion features two wellresearched teams clash around central thesis topic teams demonstrate variety ways use smart questioning cross examination strategical thinking use casing rebuttals debates answers precedes second constructive exception public forum debates fun involved including judge best debates typically smaller nature resolve key parts proliferation large constructives hindered many second halves decrease amount students interact specific parts arguments even worse leaving judges sort things increasing intervention role theory play debates ive always said prefer substance theory said know theory place rounds strong opinions many violations best evaluate theory pragmatically possible weighing offense interpretation crash course beliefs theory disclosure open source unnecessary standard high school public forum teams minimum standard disclosure established paraphrasing bad reports frivolous content warnings graphic representations required content warnings nongraphic representations debatable said view autostrike teams disclose paraphrase however ive judged enough year tell teams happen someone thoughts similar mine prepared answers progressive arguments work debates said arguments work best context critical thesis topic thus reading cards framing contention septober topic zero connections current topic starting uphill battle entirely persuaded prefiat implications seen year prefiat implications contextualized topic literature would different major gripe progressive debates year lack clash saying structural violence comes first doesnt automatically mean win debatable arguments finding sometimes lack clash isnt problem unprepared debaters rather isnt enough resolve major issues literature minimum making progressive type claims never paraphrased well warranted found struggling flow framing contentions include four completely different arguments take 15 minutes pf debaters reading 2030 seconds crisis politics cards line exchange work exchange public forum broken beginning covid found thinking cases sent order protect flowing however view shifted lot debates found judging last season delays case point constructives sent immediately prior speeches paraphrase send narrative version cut cards order stage game rebuttal emailed imagine view shift well send email chain prefer cut card proper citation highlighting indicate cards formatting links analytics worth whenever return inperson tournaments expect email chains continue effects speaker points trying increase baseline points ive found typically average instead starting 28 try start 285 debaters move accordingly argument selection strategy choices smart crossfires best way earn points youre probably going get 30 smart strategy choices get 29+ applies tournaments use 01 metric tournaments using half points bad,3
432,parent judge speak slowly articulate arguments clearly try best keep track use numbered responses label contentions list voter issues summary final focus respectful fun,1
433,evamotolinia lclarkedu add blakedocs googlegroupscom chain well blake keeps track chains otherwise get lost tl dr clean extensions weighed impacts warrant comparison easiest way win ballot debated 2 years udl clara barton 4 years pf blake mn mistake policy judge novice didnt progressive argumentation judging style tech persuasion still important prefer team goes deeper key issues 2nd half rather going offense flow lot flow 1st half narrowing summ ff extremely unstrategic trades weigh arguments compare warrants use quote wont problem paraphrase bracket bad ethics increases probability intervene especially messy debates ill start prep take longer 2 minutes find send card require 2nd rebuttal rebuild 3 min summary rebuild rebuttal crucial reluctant accept lot new 2nd summary pushes back much note still accept warrant clarification deepening warrant analysis separate brand new defense needs first summary 3 minutes summaries excuse anymore mediocre bottom line summary cannot final focus final focus order win gotta weigh earlier start weighing better new mechanisms 2nd ff 1st ff still bit sketch fine timeframe magnitude probability new 1st ff prereque probably come sooner 2nd speaking summary big advantage accept weigh fine summary speaker introduces quick weighing final focus elaborates final focus especially 1st summary teams weighing tell preferable weighing mechanism framework competing frameworks warrant prefer either becomes useless pick framework either cleanly extended better warrants clean extensions proper extension 2nd half card name content card implication card anything short blippy extension meaning give less weight evaluation flow name card least important part extension get caught help find card flow path least resistance possible means inclined dropped turn messy case offense turns need implicated wont turn impact additionally link without impact useless impact without link even opponent drops something still full extension quicker still accept blippy extensions speak fast would warning plan going really fast participant room say slow clear speed fine fairness important faster speak less get flow tech judge mean able type godly speeds sacrifice persuasion clarity argumentation speed otherwise counterproductive possibly speaker points new online format sending doc mean incomprehensible still need able understand verbally follow doc still learning comes judging evaluating theory ks familiar rob still need slower clear warranting familiar ks theory never debated either concepts taking longer internalize run front combining speed makes even confused short theory bit gamble understand lot basic ideas comes theory argumentation warranting extensions even explicit keep nice little sass never hurt anyone still cognizant much leeway sass based power dynamics trajectory tone room sass mean bullying sometimes messy rounds come nitpicky things clarifications warranted cards warranted analytics unwarranted cards unwarranted analytics qualified source author qualified source qualified author qualified author source link +impact extension link impact impact link comparative weighing weighing impact weighing opponents impact list rounds come team things list explains intervene need resolve clash arguments resolved tournament allows disclose discussion submit ballot ask questions,2
434,tldr trad flow dislike jargon go slow high threshold whats considered warranting warrants offense defense r necessary cross useless prog cool,2
435,lay judge prefers see clear persuasive arguments convince,1
436,judging pf little two years scientist heart sense order evaluate arguments need understand pf ld mean something hear wellwarranted arguments supported extended explained rebuttals need weigh rationale impacts everything final focus said summary respectful another polite crossfire learn something new every remember fun side note judge resolution listen judge side topics arguments bring agenda specifically judging critique theory,2
437,email spencerorlowski gmailcom add email chain new paradigm 9 16 21 voted pretty much everything prefer depth clash running engaging rewarded jerk opponent giving lots free wont oppressive arguments preparation cornerstone value activity offers theory lower speaker points obviously rounds shouldnt rely theory avoid reading topicality thing theory possible tab try intervene arguments must warrant arent argument applies styles ex 463 full argument shouldnt background argument understand understand lot irrelevant decision wont fill gaps debates way closer subjective people give credit collapsing idea given comments flow doc choose spread way cant hear risk missing argument pf pf 4 years hs currently coach flow lot argument second ff 2nd summary first summary doesnt need extend defense long second rebuttal didnt respond 2nd rebuttal probably respond first seems strategic lot topic hold standard accuracy part speaker points based skill crossfire strategy collapse quality takes longer min produce doesnt exist inappropriately paraphrased ignore cards avoid thinking paraphrasing bad theory ks,2
438,parent judge may send cases neemaspatel7 gmailcom possible benefit speaks flow arguments best ability understanding arguments critical success lay judge guidelines success 1 speak fast clear 2 parent judge mean forget warrants buy argument need know true levels responses case claims expect buy 3 handle prep create way sharing start add whatever two teams decide google doc email chain unless sharing cards person 4 respectful opponents form inappropriate behavior result automatic loss lowest speaks give,1
439,judged events past 13 years son congress general thoughts regardless event expect professionalism preparation competitors showing unprepared engaging unprofessional behavior wastes well competitors coaches public forum ld although ive judged pfd ld feel comfortable events appreciate assertiveness actively dislike aggression clarity extremely important cocky instead try convey deeply youve researched topic always leave personal opinions topic aside order fair debaters interp started judging career judging interp even though lately ive judging regardless piece give best performing delivery must always clear interesting tech smooth reflect norms event tech di different tech hi,2
